,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams
3816,Harmeet Singh,4,0,34,1,8.5,12,3,2,1,0,1,598009,6,25,Kings XI Punjab
3817,Harmeet Singh,4,0,34,1,8.5,12,3,2,1,0,1,598009,6,25,Rajasthan Royals
3818,Sreesanth,2.4,0,38,0,14.25,7,2,4,0,1,1,598009,6,-6,Rajasthan Royals
3819,James Faulkner,4,0,17,2,4.25,14,2,0,1,0,1,598009,6,56,Rajasthan Royals
3820,Kevon Cooper,4,0,26,0,6.5,9,2,1,0,0,1,598009,6,0,Rajasthan Royals
3821,Siddharth Trivedi,4,0,31,0,7.75,7,2,1,1,0,1,598009,6,0,Rajasthan Royals
3822,Dale Steyn,4,1,11,2,2.75,17,1,0,1,0,2,598010,6,68,Sunrisers Hyderabad
3823,Ishant Sharma,4,0,35,2,8.75,11,2,2,2,1,2,598010,6,50,Sunrisers Hyderabad
3824,Thisara Perera,4,0,31,2,7.75,7,3,1,0,0,2,598010,6,50,Sunrisers Hyderabad
3825,Anand Rajan,4,0,20,1,5,11,1,0,1,0,2,598010,6,25,Sunrisers Hyderabad
3826,Amit Mishra,4,0,15,1,3.75,10,0,0,0,0,2,598010,6,31,Sunrisers Hyderabad
3827,Irfan Pathan,3.2,0,19,1,5.7,11,2,0,1,0,1,598010,6,25,Delhi Daredevils
3828,Siddarth Kaul,2,1,8,0,4,10,2,0,0,0,1,598010,6,18,Delhi Daredevils
3829,Morne Morkel,4,0,27,2,6.75,9,2,0,0,1,1,598010,6,50,Delhi Daredevils
3830,Umesh Yadav,3,0,32,0,10.67,5,6,0,0,0,1,598010,6,0,Delhi Daredevils
3831,Johan Botha,3,0,11,1,3.67,10,1,0,0,0,1,598010,6,31,Delhi Daredevils
3832,Shahbaz Nadeem,4,0,17,2,4.25,12,0,1,0,0,1,598010,6,56,Delhi Daredevils
3833,Aaron Finch,2,0,11,1,5.5,5,1,0,0,0,2,598011,6,25,Pune Warriors
3834,Bhuvneshwar Kumar,2,0,16,0,8,5,3,0,0,0,2,598011,6,0,Pune Warriors
3835,Ashok Dinda,4,0,63,0,15.75,4,5,4,1,1,2,598011,6,-6,Pune Warriors
3836,Rahul Sharma,4,0,27,0,6.75,11,3,1,0,0,2,598011,6,0,Pune Warriors
3837,Angelo Mathews,4,0,29,0,7.25,6,1,1,0,0,2,598011,6,0,Pune Warriors
3838,Yuvraj Singh,2,0,13,1,6.5,5,2,0,0,0,2,598011,6,25,Pune Warriors
3839,Mitchell Marsh,2,0,24,1,12,5,2,2,1,0,2,598011,6,19,Pune Warriors
3840,Mitchell Johnson,4,0,33,3,8.25,12,5,1,1,0,1,598011,6,79,Mumbai Indians
3841,Pragyan Ojha,2,0,20,1,10,4,1,1,2,0,1,598011,6,25,Mumbai Indians
3842,Harbhajan Singh,3,0,20,1,6.67,9,2,1,0,0,1,598011,6,25,Mumbai Indians
3843,Lasith Malinga,4,0,22,1,5.5,9,2,0,0,0,1,598011,6,25,Mumbai Indians
3844,Rishi Dhawan,4,0,27,0,6.75,8,1,1,0,0,1,598011,6,0,Mumbai Indians
3845,Kieron Pollard,3,0,19,1,6.33,8,0,1,1,0,1,598011,6,25,Mumbai Indians
3846,Dirk Nannes,4,0,31,1,7.75,13,4,0,1,1,2,598012,6,25,Chennai Super Kings
3847,Chris Morris,4,0,40,3,10,10,3,2,0,0,2,598012,6,79,Chennai Super Kings
3848,Mohit Sharma,2,0,13,0,6.5,5,2,0,0,0,2,598012,6,0,Chennai Super Kings
3849,Ravichandran Ashwin,4,0,28,1,7,7,1,1,1,0,2,598012,6,25,Chennai Super Kings
3850,Ravindra Jadeja,2,0,20,0,10,1,1,1,0,0,2,598012,6,0,Chennai Super Kings
3851,Dwayne Bravo,4,0,32,1,8,7,2,0,4,0,2,598012,6,25,Chennai Super Kings
3852,Ravi Rampaul,4,0,31,3,7.75,12,1,2,2,0,1,598012,6,79,Royal Challengers Bangalore
3853,RP Singh,3.5,0,41,0,10.7,6,2,2,0,2,1,598012,6,0,Royal Challengers Bangalore
3854,Vinay Kumar,4,0,36,1,9,7,4,0,1,0,1,598012,6,25,Royal Challengers Bangalore
3855,Daniel Christian,2,0,13,0,6.5,6,2,0,0,1,1,598012,6,0,Royal Challengers Bangalore
3856,Murali Kartik,3,0,29,0,9.67,2,3,0,0,0,1,598012,6,0,Royal Challengers Bangalore
3857,Jamaluddin Syed Mohammad,3,0,15,2,5,7,1,0,1,0,1,598012,6,50,Royal Challengers Bangalore
3858,Dale Steyn,4,0,29,0,7.25,10,2,1,1,0,2,598013,6,0,Sunrisers Hyderabad
3859,Hanuma Vihari,1,0,14,0,14,2,3,0,0,0,2,598013,6,0,Sunrisers Hyderabad
3860,Ishant Sharma,4,0,33,0,8.25,9,5,0,1,0,2,598013,6,0,Sunrisers Hyderabad
3861,Thisara Perera,4,0,44,0,11,6,6,1,2,0,2,598013,6,0,Sunrisers Hyderabad
3862,Amit Mishra,3,0,28,0,9.33,7,4,1,0,0,2,598013,6,0,Sunrisers Hyderabad
3863,Karn Sharma,2,0,13,1,6.5,5,0,1,0,0,2,598013,6,25,Sunrisers Hyderabad
3864,Ashish Reddy,2,0,15,1,7.5,4,2,0,0,0,2,598013,6,25,Sunrisers Hyderabad
3865,Lakshmipathy Balaji,4,0,30,0,7.5,7,2,1,0,0,1,598013,6,0,Kolkata Knight Riders
3866,Sachithra Senanayake,4,0,18,1,4.5,8,0,0,1,0,1,598013,6,31,Kolkata Knight Riders
3867,Sunil Narine,4,0,31,1,7.75,6,2,1,0,0,1,598013,6,25,Kolkata Knight Riders
3868,Jacques Kallis,4,0,13,3,3.25,15,1,0,1,0,1,598013,6,85,Kolkata Knight Riders
3869,Rajat Bhatia,4,0,33,2,8.25,6,2,1,1,0,1,598013,6,50,Kolkata Knight Riders
3870,Ajit Chandila,3,0,14,0,4.67,12,1,1,0,0,2,598014,6,6,Rajasthan Royals
3871,Sreesanth,4,1,20,2,5,14,2,0,1,1,2,598014,6,62,Rajasthan Royals
3872,Kevon Cooper,3,0,33,2,11,7,3,1,1,0,2,598014,6,50,Rajasthan Royals
3873,James Faulkner,3.5,0,30,2,7.83,9,5,0,0,0,2,598014,6,50,Rajasthan Royals
3874,Siddharth Trivedi,4,0,21,2,5.25,9,1,0,0,0,2,598014,6,50,Rajasthan Royals
3875,Stuart Binny,1,0,4,0,4,2,0,0,0,0,2,598014,6,0,Rajasthan Royals
3876,Praveen Kumar,4,1,10,2,2.5,18,1,0,1,0,1,598014,6,68,Kings XI Punjab
3877,Ryan Harris,4,0,30,0,7.5,14,6,0,2,0,1,598014,6,0,Kings XI Punjab
3878,Parvinder Awana,4,0,35,1,8.75,10,7,0,0,0,1,598014,6,25,Kings XI Punjab
3879,Azhar Mahmood,4,0,23,0,5.75,9,2,0,0,0,1,598014,6,0,Kings XI Punjab
3880,Piyush Chawla,3.2,0,22,1,6.6,5,1,0,0,0,1,598014,6,25,Kings XI Punjab
3881,Dirk Nannes,4,0,42,0,10.5,8,6,1,1,0,2,598015,6,0,Chennai Super Kings
3882,Ravindra Jadeja,4,0,27,1,6.75,11,3,1,0,0,2,598015,6,25,Chennai Super Kings
3883,Ravichandran Ashwin,4,0,24,0,6,8,1,1,0,0,2,598015,6,0,Chennai Super Kings
3884,Chris Morris,4,0,25,2,6.25,12,2,1,0,0,2,598015,6,50,Chennai Super Kings
3885,Dwayne Bravo,4,0,35,2,8.75,8,4,1,1,0,2,598015,6,50,Chennai Super Kings
3886,Bhuvneshwar Kumar,4,1,12,2,3,15,0,0,1,0,1,598015,6,68,Pune Warriors
3887,Ashok Dinda,4,0,34,2,8.5,7,5,0,0,0,1,598015,6,50,Pune Warriors
3888,Mitchell Marsh,4,0,35,2,8.75,7,2,2,1,0,1,598015,6,50,Pune Warriors
3889,Abhishek Nayar,3,0,21,1,7,6,2,0,0,0,1,598015,6,25,Pune Warriors
3890,Aaron Finch,1,0,9,0,9,0,1,0,0,0,1,598015,6,0,Pune Warriors
3891,Rahul Sharma,4,0,24,1,6,9,0,1,0,0,1,598015,6,25,Pune Warriors
3892,Lakshmipathy Balaji,4,0,39,1,9.75,10,5,1,2,0,2,598016,6,25,Kolkata Knight Riders
3893,Jacques Kallis,4,0,24,3,6,9,3,0,0,0,2,598016,6,79,Kolkata Knight Riders
3894,Sachithra Senanayake,4,0,28,2,7,8,3,0,0,0,2,598016,6,50,Kolkata Knight Riders
3895,Sunil Narine,4,0,33,3,8.25,12,3,2,1,0,2,598016,6,79,Kolkata Knight Riders
3896,Rajat Bhatia,4,0,30,0,7.5,3,2,0,0,0,2,598016,6,0,Kolkata Knight Riders
3897,Praveen Kumar,4,0,26,2,6.5,13,4,0,2,0,1,598016,6,50,Kings XI Punjab
3898,Azhar Mahmood,4,0,21,3,5.25,12,2,0,1,0,1,598016,6,79,Kings XI Punjab
3899,Manpreet Gony,4,0,18,1,4.5,15,2,0,2,0,1,598016,6,31,Kings XI Punjab
3900,David Hussey,1,0,14,0,14,1,3,0,0,0,1,598016,6,0,Kings XI Punjab
3901,Parvinder Awana,4,0,39,2,9.75,7,3,2,0,0,1,598016,6,50,Kings XI Punjab
3902,Piyush Chawla,3,0,28,0,9.33,1,3,0,0,0,1,598016,6,0,Kings XI Punjab
3903,Ravi Rampaul,4,1,28,0,7,12,2,1,0,1,2,598017,6,12,Royal Challengers Bangalore
3904,RP Singh,4,0,48,0,12,4,6,1,1,0,2,598017,6,-6,Royal Challengers Bangalore
3905,Jaydev Unadkat,4,0,24,2,6,12,3,0,2,0,2,598017,6,50,Royal Challengers Bangalore
3906,Vinay Kumar,4,0,21,1,5.25,12,2,0,0,0,2,598017,6,25,Royal Challengers Bangalore
3907,Andrew McDonald,2,0,17,1,8.5,4,3,0,0,0,2,598017,6,25,Royal Challengers Bangalore
3908,Jamaluddin Syed Mohammad,2,0,13,0,6.5,3,1,0,0,0,2,598017,6,0,Royal Challengers Bangalore
3909,Ashish Nehra,4,0,31,1,7.75,12,4,1,1,0,1,598017,6,25,Delhi Daredevils
3910,Morne Morkel,4,0,32,1,8,10,1,2,1,0,1,598017,6,25,Delhi Daredevils
3911,Irfan Pathan,4,0,39,0,9.75,6,4,1,0,0,1,598017,6,0,Delhi Daredevils
3912,Umesh Yadav,4,0,22,2,5.5,9,1,0,0,0,1,598017,6,50,Delhi Daredevils
3913,Shahbaz Nadeem,4,0,26,1,6.5,11,2,1,0,0,1,598017,6,25,Delhi Daredevils
3914,Bhuvneshwar Kumar,4,0,18,3,4.5,16,2,0,2,0,2,598018,6,85,Pune Warriors
3915,Ashok Dinda,4,0,25,1,6.25,11,3,0,2,0,2,598018,6,25,Pune Warriors
3916,Angelo Mathews,4,0,29,0,7.25,5,1,1,0,0,2,598018,6,0,Pune Warriors
3917,Rahul Sharma,4,0,21,2,5.25,12,1,1,0,0,2,598018,6,50,Pune Warriors
3918,Mitchell Marsh,4,0,26,1,6.5,6,2,0,1,0,2,598018,6,25,Pune Warriors
3919,Ishant Sharma,4,0,22,1,5.5,13,3,0,0,0,1,598018,6,25,Sunrisers Hyderabad
3920,Dale Steyn,4,0,34,1,8.5,10,5,0,0,0,1,598018,6,25,Sunrisers Hyderabad
3921,Thisara Perera,4,0,20,3,5,13,2,0,0,0,1,598018,6,79,Sunrisers Hyderabad
3922,Amit Mishra,4,0,19,4,4.75,10,0,1,0,0,1,598018,6,114,Sunrisers Hyderabad
3923,Karn Sharma,3,0,13,1,4.33,8,1,0,0,0,1,598018,6,31,Sunrisers Hyderabad
3924,Mitchell Johnson,4,0,41,0,10.25,8,5,1,2,0,2,598019,6,0,Mumbai Indians
3925,Lasith Malinga,4,0,30,0,7.5,11,5,0,0,0,2,598019,6,0,Mumbai Indians
3926,Rishi Dhawan,2,0,20,0,10,6,1,1,1,2,2,598019,6,0,Mumbai Indians
3927,Pragyan Ojha,4,0,31,0,7.75,5,2,1,0,0,2,598019,6,0,Mumbai Indians
3928,Kieron Pollard,2,0,24,1,12,5,3,1,2,0,2,598019,6,19,Mumbai Indians
3929,Harbhajan Singh,4,0,26,1,6.5,7,1,1,1,0,2,598019,6,25,Mumbai Indians
3930,Ajit Chandila,2,0,6,2,3,6,0,0,0,0,1,598019,6,56,Rajasthan Royals
3931,Ankeet Chavan,3,0,10,0,3.33,12,1,0,1,0,1,598019,6,6,Rajasthan Royals
3932,James Faulkner,3.2,1,16,3,4.8,12,2,0,1,0,1,598019,6,97,Rajasthan Royals
3933,Siddharth Trivedi,4,1,17,1,4.25,15,2,0,0,0,1,598019,6,43,Rajasthan Royals
3934,Stuart Binny,3,0,14,2,4.67,8,1,0,0,0,1,598019,6,56,Rajasthan Royals
3935,Kevon Cooper,3,0,25,1,8.33,3,2,0,1,0,1,598019,6,25,Rajasthan Royals
3936,Shahbaz Nadeem,3,0,22,0,7.33,5,0,1,1,0,2,598020,6,0,Delhi Daredevils
3937,Irfan Pathan,4,0,30,1,7.5,10,5,0,0,0,2,598020,6,25,Delhi Daredevils
3938,Morne Morkel,4,0,42,1,10.5,8,6,1,1,0,2,598020,6,25,Delhi Daredevils
3939,Umesh Yadav,4,0,33,1,8.25,10,5,0,1,0,2,598020,6,25,Delhi Daredevils
3940,Virender Sehwag,1,0,9,0,9,0,1,0,0,0,2,598020,6,0,Delhi Daredevils
3941,Ajit Agarkar,4,0,29,0,7.25,9,2,1,2,0,2,598020,6,0,Delhi Daredevils
3942,Albie Morkel,3,0,13,1,4.33,11,0,1,1,0,1,598020,6,31,Chennai Super Kings
3943,Mohit Sharma,3,0,10,3,3.33,11,0,0,2,0,1,598020,6,85,Chennai Super Kings
3944,Chris Morris,2,0,13,1,6.5,8,2,0,1,0,1,598020,6,25,Chennai Super Kings
3945,Dwayne Bravo,1.3,0,8,1,5.33,4,1,0,0,0,1,598020,6,25,Chennai Super Kings
3946,Ravindra Jadeja,4,0,21,1,5.25,8,1,0,0,0,1,598020,6,25,Chennai Super Kings
3947,Ravichandran Ashwin,4,0,18,2,4.5,11,1,0,0,0,1,598020,6,56,Chennai Super Kings
3948,Hanuma Vihari,1,0,2,0,2,4,0,0,0,0,2,598021,6,0,Sunrisers Hyderabad
3949,Dale Steyn,4,0,14,1,3.5,14,1,0,0,0,2,598021,6,31,Sunrisers Hyderabad
3950,Ishant Sharma,4,0,29,2,7.25,10,2,1,2,0,2,598021,6,50,Sunrisers Hyderabad
3951,Thisara Perera,4,0,25,0,6.25,10,3,0,0,0,2,598021,6,0,Sunrisers Hyderabad
3952,Karn Sharma,3,0,19,2,6.33,10,0,2,0,0,2,598021,6,50,Sunrisers Hyderabad
3953,Amit Mishra,4,0,29,2,7.25,9,3,1,0,0,2,598021,6,50,Sunrisers Hyderabad
3954,Praveen Kumar,3,1,12,1,4,11,0,0,0,0,1,598021,6,43,Kings XI Punjab
3955,Dimitri Mascarenhas,4,0,25,0,6.25,7,2,0,0,0,1,598021,6,0,Kings XI Punjab
3956,Azhar Mahmood,3.5,0,36,1,9.39,7,1,3,1,0,1,598021,6,25,Kings XI Punjab
3957,Piyush Chawla,4,0,25,1,6.25,9,3,0,0,0,1,598021,6,25,Kings XI Punjab
3958,Manpreet Gony,4,0,24,2,6,12,4,0,0,0,1,598021,6,50,Kings XI Punjab
3959,Albie Morkel,4,0,36,0,9,7,6,0,1,0,2,598022,6,0,Chennai Super Kings
3960,Mohit Sharma,3,0,13,0,4.33,12,2,0,0,0,2,598022,6,6,Chennai Super Kings
3961,Chris Morris,3,0,12,1,4,10,1,0,0,0,2,598022,6,31,Chennai Super Kings
3962,Dwayne Bravo,2,0,14,1,7,6,1,1,0,0,2,598022,6,25,Chennai Super Kings
3963,Ravichandran Ashwin,4,1,21,2,5.25,14,0,2,0,0,2,598022,6,62,Chennai Super Kings
3964,Ravindra Jadeja,4,0,20,3,5,11,0,1,0,0,2,598022,6,79,Chennai Super Kings
3965,Lakshmipathy Balaji,4,0,28,1,7,11,3,1,1,0,1,598022,6,25,Kolkata Knight Riders
3966,Sachithra Senanayake,4,0,18,1,4.5,16,3,0,0,0,1,598022,6,31,Kolkata Knight Riders
3967,Sunil Narine,4,0,20,1,5,9,0,1,0,0,1,598022,6,25,Kolkata Knight Riders
3968,Yusuf Pathan,1.1,0,9,1,7.71,3,0,1,0,0,1,598022,6,25,Kolkata Knight Riders
3969,Rajat Bhatia,2,0,12,0,6,2,0,0,0,0,1,598022,6,0,Kolkata Knight Riders
3970,Jacques Kallis,4,0,32,1,8,8,3,1,0,0,1,598022,6,25,Kolkata Knight Riders
3971,Ravi Rampaul,3.4,1,19,2,5.18,15,2,1,0,0,2,598023,6,62,Royal Challengers Bangalore
3972,RP Singh,4,0,13,3,3.25,17,2,0,0,0,2,598023,6,85,Royal Challengers Bangalore
3973,Jaydev Unadkat,4,0,32,1,8,6,4,0,0,0,2,598023,6,25,Royal Challengers Bangalore
3974,Vinay Kumar,4,0,18,3,4.5,13,2,0,0,0,2,598023,6,85,Royal Challengers Bangalore
3975,Murali Kartik,4,0,35,1,8.75,8,4,1,0,0,2,598023,6,25,Royal Challengers Bangalore
3976,Ajit Chandila,4,0,21,0,5.25,10,0,1,0,0,1,598023,6,0,Rajasthan Royals
3977,Sreesanth,1,0,9,0,9,3,2,0,0,0,1,598023,6,0,Rajasthan Royals
3978,Shaun Tait,3,0,30,0,10,8,4,0,4,0,1,598023,6,0,Rajasthan Royals
3979,James Faulkner,4,0,21,1,5.25,10,2,0,1,0,1,598023,6,25,Rajasthan Royals
3980,Shane Watson,2,0,11,2,5.5,8,2,0,0,0,1,598023,6,50,Rajasthan Royals
3981,Siddharth Trivedi,3.5,0,26,0,6.78,11,2,1,2,0,1,598023,6,0,Rajasthan Royals
3982,Irfan Pathan,4,0,24,0,6,12,3,0,0,0,2,598024,6,0,Delhi Daredevils
3983,Shahbaz Nadeem,4,0,20,0,5,8,1,0,0,0,2,598024,6,0,Delhi Daredevils
3984,Roelof van der Merwe,4,0,35,1,8.75,7,2,2,0,0,2,598024,6,25,Delhi Daredevils
3985,Umesh Yadav,4,0,31,2,7.75,10,3,1,1,0,2,598024,6,50,Delhi Daredevils
3986,Ajit Agarkar,3,0,37,0,12.33,4,0,4,1,0,2,598024,6,-6,Delhi Daredevils
3987,Andre Russell,1,0,13,0,13,1,1,1,0,0,2,598024,6,0,Delhi Daredevils
3988,Lasith Malinga,4,0,26,1,6.5,10,4,0,0,0,1,598024,6,25,Mumbai Indians
3989,Jasprit Bumrah,3,0,38,0,12.67,5,5,1,1,2,1,598024,6,-6,Mumbai Indians
3990,Munaf Patel,4,0,36,0,9,7,6,0,0,0,1,598024,6,0,Mumbai Indians
3991,Harbhajan Singh,3,0,30,0,10,1,4,0,0,0,1,598024,6,0,Mumbai Indians
3992,Dwayne Smith,2,0,24,0,12,2,1,2,0,1,1,598024,6,-6,Mumbai Indians
3993,Kieron Pollard,1,0,11,0,11,1,2,0,0,0,1,598024,6,0,Mumbai Indians
3994,Praveen Kumar,4,1,36,0,9,11,4,1,3,0,2,598025,6,12,Kings XI Punjab
3995,Azhar Mahmood,4,0,42,2,10.5,7,6,1,0,0,2,598025,6,50,Kings XI Punjab
3996,Parvinder Awana,4,0,38,1,9.5,12,3,2,1,0,2,598025,6,25,Kings XI Punjab
3997,Manpreet Gony,4,0,32,1,8,9,4,1,0,0,2,598025,6,25,Kings XI Punjab
3998,Piyush Chawla,4,0,33,0,8.25,6,3,1,0,0,2,598025,6,0,Kings XI Punjab
3999,Bhuvneshwar Kumar,4,0,31,1,7.75,9,4,0,0,0,1,598025,6,25,Pune Warriors
4000,Ajantha Mendis,4,0,38,1,9.5,7,4,1,0,0,1,598025,6,25,Pune Warriors
4001,Ashok Dinda,4,0,37,0,9.25,6,4,0,1,0,1,598025,6,0,Pune Warriors
4002,Rahul Sharma,3,0,28,0,9.33,2,3,0,0,0,1,598025,6,0,Pune Warriors
4003,Yuvraj Singh,2,0,15,1,7.5,4,0,1,0,0,1,598025,6,25,Pune Warriors
4004,Luke Wright,2.5,0,35,0,12.35,2,1,3,0,0,1,598025,6,-6,Pune Warriors
4005,Mohit Sharma,2,0,19,0,9.5,5,2,1,0,0,2,598026,6,0,Chennai Super Kings
4006,Jason Holder,4,0,30,0,7.5,7,3,0,2,0,2,598026,6,0,Chennai Super Kings
4007,Chris Morris,3,0,32,0,10.67,6,2,2,1,0,2,598026,6,0,Chennai Super Kings
4008,Ravichandran Ashwin,4,0,20,2,5,8,1,0,0,0,2,598026,6,50,Chennai Super Kings
4009,Ravindra Jadeja,3,0,45,0,15,1,2,3,2,0,2,598026,6,-6,Chennai Super Kings
4010,Dwayne Bravo,4,0,36,2,9,6,2,1,1,1,2,598026,6,50,Chennai Super Kings
4011,Ajit Chandila,3,0,16,1,5.33,7,0,1,0,0,1,598026,6,25,Rajasthan Royals
4012,Rahul Shukla,2,0,24,0,12,3,5,0,0,0,1,598026,6,-6,Rajasthan Royals
4013,James Faulkner,4,0,20,3,5,9,1,0,0,0,1,598026,6,79,Rajasthan Royals
4014,Kevon Cooper,4,0,49,0,12.25,4,7,1,0,0,1,598026,6,-6,Rajasthan Royals
4015,Siddharth Trivedi,3,0,32,0,10.67,0,3,0,1,0,1,598026,6,0,Rajasthan Royals
4016,Shane Watson,1.5,0,21,0,11.45,2,0,2,0,0,1,598026,6,0,Rajasthan Royals
4017,Stuart Binny,2,0,20,0,10,0,2,0,1,0,1,598026,6,0,Rajasthan Royals
4018,Bhuvneshwar Kumar,4,0,23,0,5.75,15,4,0,1,0,2,598027,6,0,Pune Warriors
4019,Ishwar Pandey,2,0,33,0,16.5,2,7,0,0,1,2,598027,6,-6,Pune Warriors
4020,Ashok Dinda,4,0,48,2,12,9,3,4,1,1,2,598027,6,44,Pune Warriors
4021,Mitchell Marsh,3,0,56,1,18.67,4,2,7,1,0,2,598027,6,19,Pune Warriors
4022,Ali Murtaza,2,0,45,0,22.5,2,3,5,1,0,2,598027,6,-6,Pune Warriors
4023,Aaron Finch,1,0,29,0,29,0,1,4,0,0,2,598027,6,0,Pune Warriors
4024,Luke Wright,4,0,26,1,6.5,8,1,1,2,0,2,598027,6,25,Pune Warriors
4025,Murali Kartik,3,0,25,1,8.33,7,4,0,2,0,1,598027,6,25,Royal Challengers Bangalore
4026,RP Singh,4,0,20,1,5,14,3,0,0,0,1,598027,6,25,Royal Challengers Bangalore
4027,Ravi Rampaul,4,0,21,2,5.25,14,1,1,1,0,1,598027,6,50,Royal Challengers Bangalore
4028,Jaydev Unadkat,4,0,37,2,9.25,7,3,2,0,0,1,598027,6,50,Royal Challengers Bangalore
4029,Vinay Kumar,4,0,24,1,6,10,3,0,0,0,1,598027,6,25,Royal Challengers Bangalore
4030,Chris Gayle,1,0,5,2,5,4,1,0,0,0,1,598027,6,50,Royal Challengers Bangalore
4031,Irfan Pathan,4,0,28,1,7,11,4,0,2,0,2,598028,6,25,Delhi Daredevils
4032,Siddarth Kaul,4,0,39,0,9.75,5,3,2,1,0,2,598028,6,0,Delhi Daredevils
4033,Morne Morkel,4,0,22,1,5.5,12,1,1,0,0,2,598028,6,25,Delhi Daredevils
4034,Ashish Nehra,4,0,38,2,9.5,12,5,2,0,0,2,598028,6,50,Delhi Daredevils
4035,Umesh Yadav,4,0,38,0,9.5,11,5,2,0,0,2,598028,6,0,Delhi Daredevils
4036,Praveen Kumar,4,0,19,1,4.75,13,1,1,0,0,1,598028,6,31,Kings XI Punjab
4037,Azhar Mahmood,4,0,40,0,10,7,4,2,0,0,1,598028,6,0,Kings XI Punjab
4038,Sandeep Sharma,4,1,23,3,5.75,16,3,1,0,0,1,598028,6,91,Kings XI Punjab
4039,Parvinder Awana,4,0,28,1,7,12,4,0,0,1,1,598028,6,25,Kings XI Punjab
4040,Piyush Chawla,4,0,44,2,11,7,3,3,0,0,1,598028,6,50,Kings XI Punjab
4041,Harbhajan Singh,2,0,35,0,17.5,2,4,2,0,1,2,598029,6,-6,Mumbai Indians
4042,Mitchell Johnson,4,0,26,2,6.5,13,2,1,1,0,2,598029,6,50,Mumbai Indians
4043,Lasith Malinga,4,0,25,2,6.25,11,4,0,0,0,2,598029,6,50,Mumbai Indians
4044,Pragyan Ojha,4,0,21,2,5.25,10,2,0,0,0,2,598029,6,50,Mumbai Indians
4045,Kieron Pollard,2,0,14,0,7,4,1,0,0,0,2,598029,6,0,Mumbai Indians
4046,Yuzvendra Chahal,4,0,34,0,8.5,9,3,1,0,0,2,598029,6,0,Mumbai Indians
4047,Lakshmipathy Balaji,4,0,24,0,6,8,1,0,0,0,1,598029,6,0,Kolkata Knight Riders
4048,Iqbal Abdulla,4,0,35,0,8.75,9,0,4,0,0,1,598029,6,0,Kolkata Knight Riders
4049,Sunil Narine,4,0,17,3,4.25,11,1,0,0,0,1,598029,6,85,Kolkata Knight Riders
4050,Sachithra Senanayake,4,0,50,1,12.5,6,3,4,0,0,1,598029,6,19,Kolkata Knight Riders
4051,Rajat Bhatia,3.5,0,32,1,8.35,5,3,1,0,0,1,598029,6,25,Kolkata Knight Riders
4052,Mohit Sharma,4,0,33,2,8.25,12,5,1,0,0,2,598030,6,50,Chennai Super Kings
4053,Jason Holder,4,0,31,0,7.75,9,4,0,2,0,2,598030,6,0,Chennai Super Kings
4054,Ravichandran Ashwin,4,0,21,1,5.25,10,2,0,1,0,2,598030,6,25,Chennai Super Kings
4055,Chris Morris,3,0,24,0,8,6,1,1,0,0,2,598030,6,0,Chennai Super Kings
4056,Dwayne Bravo,4,0,37,2,9.25,9,5,1,0,0,2,598030,6,50,Chennai Super Kings
4057,Ravindra Jadeja,1,0,8,0,8,4,0,1,0,0,2,598030,6,0,Chennai Super Kings
4058,Daren Sammy,3,0,31,0,10.33,4,3,1,1,0,1,598030,6,0,Sunrisers Hyderabad
4059,Ishant Sharma,4,0,34,1,8.5,9,4,0,1,1,1,598030,6,25,Sunrisers Hyderabad
4060,Dale Steyn,4,0,45,1,11.25,9,4,3,1,0,1,598030,6,25,Sunrisers Hyderabad
4061,Karn Sharma,4,1,8,0,2,16,0,0,0,0,1,598030,6,18,Sunrisers Hyderabad
4062,Amit Mishra,4,0,26,3,6.5,11,2,1,0,0,1,598030,6,79,Sunrisers Hyderabad
4063,Ashish Reddy,0.4,0,15,0,22.5,1,2,1,1,0,1,598030,6,0,Sunrisers Hyderabad
4064,Lakshmipathy Balaji,4,0,44,1,11,11,5,3,0,0,2,598031,6,25,Kolkata Knight Riders
4065,Sachithra Senanayake,4,1,29,0,7.25,9,4,0,0,0,2,598031,6,12,Kolkata Knight Riders
4066,Sunil Narine,4,0,22,0,5.5,10,2,0,0,0,2,598031,6,0,Kolkata Knight Riders
4067,Jacques Kallis,4,0,14,2,3.5,13,1,0,0,0,2,598031,6,56,Kolkata Knight Riders
4068,Sarabjit Ladda,2,0,18,1,9,3,1,1,0,0,2,598031,6,25,Kolkata Knight Riders
4069,Rajat Bhatia,2,0,17,1,8.5,2,2,0,0,0,2,598031,6,25,Kolkata Knight Riders
4070,Praveen Kumar,4,0,28,0,7,13,2,2,1,0,1,598031,6,0,Kings XI Punjab
4071,Azhar Mahmood,4,0,35,3,8.75,13,3,3,0,0,1,598031,6,79,Kings XI Punjab
4072,Bhargav Bhatt,3,0,21,0,7,8,3,0,1,0,1,598031,6,0,Kings XI Punjab
4073,Piyush Chawla,4,0,33,0,8.25,8,4,1,0,0,1,598031,6,0,Kings XI Punjab
4074,Harmeet Singh,3.2,0,24,1,7.2,9,2,1,0,1,1,598031,6,25,Kings XI Punjab
4075,Harmeet Singh,3.2,0,24,1,7.2,9,2,1,0,1,1,598031,6,25,Rajasthan Royals
