Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Match_Location,Toss_Winner,Choose_to
Morne Morkel,4,0,22,1,5.5,15,1,1,1,0,2,598040,6,25,Delhi Capitals,Kolkata Knight Riders,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Shahbaz Nadeem,4,1,23,1,5.75,12,2,1,0,0,2,598040,6,37,Delhi Capitals,Kolkata Knight Riders,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Brett Lee,4,0,26,1,6.5,11,2,1,1,0,1,598040,6,25,Kolkata Knight Riders,Delhi Capitals,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Lakshmipathy Balaji,4,0,35,1,8.75,5,4,0,0,0,1,598040,6,25,Kolkata Knight Riders,Delhi Capitals,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Jacques Kallis,3,0,29,1,9.67,7,4,1,0,0,1,598040,6,25,Kolkata Knight Riders,Delhi Capitals,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Sunil Narine,4,0,14,0,3.5,14,1,0,0,0,1,598040,6,6,Kolkata Knight Riders,Delhi Capitals,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Rajat Bhatia,2,0,21,0,10.5,5,2,1,0,0,1,598040,6,0,Kolkata Knight Riders,Delhi Capitals,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Yusuf Pathan,0.5,0,11,0,13.2,1,0,1,0,0,1,598040,6,0,Kolkata Knight Riders,Delhi Capitals,"Shaheed Veer Narayan Singh International Stadium, Raipur",Kolkata Knight Riders,bat
Praveen Kumar,4,0,38,0,9.5,9,1,3,0,0,2,598041,6,0,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
David Hussey,4,0,31,0,7.75,6,2,1,1,0,2,598041,6,0,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Parvinder Awana,4,0,29,2,7.25,11,4,0,1,0,2,598041,6,50,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Piyush Chawla,4,0,32,1,8,6,2,1,0,0,2,598041,6,25,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Manpreet Gony,2,0,29,0,14.5,0,2,2,0,0,2,598041,6,-6,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Rajagopal Sathish,2,0,26,0,13,1,3,1,0,0,2,598041,6,-6,Punjab Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Albie Morkel,4,0,20,0,5,11,2,0,0,0,1,598041,6,0,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Mohit Sharma,4,0,31,2,7.75,11,6,0,0,0,1,598041,6,50,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Ravichandran Ashwin,4,0,33,1,8.25,6,1,2,0,0,1,598041,6,25,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Chris Morris,3,0,31,0,10.33,2,5,0,0,0,1,598041,6,0,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Suresh Raina,1,0,19,0,19,0,1,2,0,0,1,598041,6,0,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Dwayne Bravo,4,0,34,3,8.5,7,3,1,0,0,1,598041,6,79,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
Bhuvneshwar Kumar,3,0,20,0,6.67,10,3,0,1,0,2,598042,6,0,Pune Warriors,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Ajantha Mendis,4,0,25,0,6.25,10,2,1,0,0,2,598042,6,0,Pune Warriors,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Tirumalasetti Suman,2,0,15,1,7.5,4,0,1,0,0,2,598042,6,25,Pune Warriors,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Angelo Mathews,2,0,23,0,11.5,3,1,0,2,0,2,598042,6,0,Pune Warriors,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Rahul Sharma,4,0,36,0,9,3,2,1,0,0,2,598042,6,0,Pune Warriors,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Yuvraj Singh,1,0,15,0,15,0,3,0,0,0,2,598042,6,0,Pune Warriors,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Ashok Dinda,4,0,52,2,13,7,6,3,0,0,2,598042,6,44,Pune Warriors,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Murali Kartik,4,0,29,2,7.25,7,1,1,0,0,1,598042,6,50,Royal Challengers Bangalore,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
RP Singh,4,0,27,1,6.75,10,2,1,2,0,1,598042,6,25,Royal Challengers Bangalore,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Moises Henriques,4,0,44,1,11,7,4,3,0,0,1,598042,6,25,Royal Challengers Bangalore,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Vinay Kumar,4,0,31,3,7.75,9,1,2,1,0,1,598042,6,79,Royal Challengers Bangalore,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Muttiah Muralitharan,3,0,32,0,10.67,8,0,4,1,0,1,598042,6,0,Royal Challengers Bangalore,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Chris Gayle,1,0,5,1,5,4,1,0,0,0,1,598042,6,25,Royal Challengers Bangalore,Pune Warriors,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat
Sumit Narwal,2,0,17,0,8.5,6,3,0,2,0,2,598043,6,0,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Sachithra Senanayake,4,0,26,2,6.5,11,2,1,2,0,2,598043,6,50,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Iqbal Abdulla,3,0,22,1,7.33,5,1,1,0,0,2,598043,6,25,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Jacques Kallis,3,0,25,1,8.33,6,2,0,1,1,2,598043,6,25,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Sunil Narine,4,0,20,1,5,10,2,0,0,0,2,598043,6,25,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Rajat Bhatia,4,0,21,1,5.25,6,1,0,0,0,2,598043,6,25,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Ankeet Chavan,3,0,28,1,9.33,6,1,2,1,0,1,598043,6,25,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
James Faulkner,4,0,16,0,4,14,2,0,0,0,1,598043,6,6,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Shane Watson,3,0,21,1,7,10,3,0,1,0,1,598043,6,25,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Brad Hogg,3.2,0,31,0,9.3,5,1,2,1,0,1,598043,6,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Siddharth Trivedi,3,0,24,0,8,4,3,0,1,0,1,598043,6,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Stuart Binny,1,0,8,0,8,3,0,1,0,0,1,598043,6,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
Dale Steyn,4,0,21,2,5.25,16,2,1,0,0,2,598044,6,50,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Ishant Sharma,3,1,11,1,3.67,13,1,0,1,0,2,598044,6,43,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Thisara Perera,3.1,0,11,2,3.47,13,1,0,0,1,2,598044,6,56,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Daren Sammy,3,0,10,2,3.33,10,0,0,0,0,2,598044,6,56,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Karn Sharma,2,0,9,1,4.5,5,0,0,0,0,2,598044,6,31,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Amit Mishra,4,0,16,1,4,11,0,0,0,0,2,598044,6,31,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Irfan Pathan,1,0,6,0,6,3,1,0,0,0,1,598044,6,0,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Umesh Yadav,2.5,0,27,0,9.53,7,5,0,1,0,1,598044,6,0,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Ashish Nehra,2,0,14,1,7,5,2,0,1,0,1,598044,6,25,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Johan Botha,3,0,11,2,3.67,10,0,0,1,0,1,598044,6,56,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Jeevan Mendis,3,0,16,1,5.33,8,0,1,0,0,1,598044,6,25,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Shahbaz Nadeem,2,0,7,0,3.5,6,0,0,0,0,1,598044,6,6,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,bat
Azhar Mahmood,4,0,24,2,6,11,3,0,0,1,2,598045,6,50,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Sandeep Sharma,4,0,36,0,9,11,5,1,0,1,2,598045,6,0,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Parvinder Awana,4,0,39,3,9.75,12,3,3,0,1,2,598045,6,79,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Piyush Chawla,4,0,27,0,6.75,9,2,1,0,0,2,598045,6,0,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Manpreet Gony,4,0,47,0,11.75,7,2,4,3,0,2,598045,6,0,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Zaheer Khan,4,0,30,1,7.5,11,3,1,2,0,1,598045,6,25,Royal Challengers Bangalore,Punjab Kings,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Moises Henriques,2.1,0,29,0,13.38,4,6,0,1,0,1,598045,6,-6,Royal Challengers Bangalore,Punjab Kings,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Jaydev Unadkat,4,0,34,1,8.5,9,5,0,0,0,1,598045,6,25,Royal Challengers Bangalore,Punjab Kings,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Muttiah Muralitharan,4,0,44,1,11,7,4,3,0,0,1,598045,6,25,Royal Challengers Bangalore,Punjab Kings,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Vinay Kumar,4,0,35,0,8.75,5,3,1,1,0,1,598045,6,0,Royal Challengers Bangalore,Punjab Kings,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
Ravindra Jadeja,4,0,29,3,7.25,12,2,2,0,0,2,598046,6,79,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Mohit Sharma,4,0,20,0,5,16,2,1,1,0,2,598046,6,0,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Chris Morris,3,0,14,0,4.67,11,1,0,2,0,2,598046,6,6,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Dwayne Bravo,3,0,19,1,6.33,7,2,0,1,0,2,598046,6,25,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Ben Laughlin,4,0,46,0,11.5,5,4,2,0,0,2,598046,6,0,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Ravichandran Ashwin,2,0,11,1,5.5,6,0,1,0,0,2,598046,6,25,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Mitchell Johnson,3,0,27,3,9,9,3,0,2,0,1,598046,6,79,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Pawan Suyal,3,0,21,1,7,10,2,1,1,0,1,598046,6,25,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Harbhajan Singh,4,0,13,1,3.25,13,0,0,0,0,1,598046,6,31,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Lasith Malinga,3,0,6,2,2,12,0,0,0,0,1,598046,6,56,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Pragyan Ojha,2.2,0,11,3,4.71,8,1,0,1,0,1,598046,6,85,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Ajit Chandila,2,0,23,0,11.5,1,4,0,0,0,2,598047,6,0,Rajasthan Royals,Pune Warriors,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
James Faulkner,4,0,35,1,8.75,11,4,1,2,0,2,598047,6,25,Rajasthan Royals,Pune Warriors,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Shane Watson,4,0,29,0,7.25,12,5,0,1,0,2,598047,6,0,Rajasthan Royals,Pune Warriors,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Kevon Cooper,4,0,39,1,9.75,9,2,2,2,0,2,598047,6,25,Rajasthan Royals,Pune Warriors,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Siddharth Trivedi,4,0,33,1,8.25,10,4,0,1,0,2,598047,6,25,Rajasthan Royals,Pune Warriors,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Stuart Binny,2,0,19,0,9.5,7,1,2,1,0,2,598047,6,0,Rajasthan Royals,Pune Warriors,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Bhuvneshwar Kumar,4,0,38,1,9.5,11,5,1,1,0,1,598047,6,25,Pune Warriors,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Krishnakant Upadhyay,3,0,29,0,9.67,7,4,1,1,0,1,598047,6,0,Pune Warriors,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Wayne Parnell,3.5,0,27,3,7.04,9,4,0,0,0,1,598047,6,79,Pune Warriors,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Rahul Sharma,4,0,38,0,9.5,6,2,2,1,0,1,598047,6,0,Pune Warriors,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Yuvraj Singh,2,0,16,0,8,1,1,0,0,0,1,598047,6,0,Pune Warriors,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
Angelo Mathews,3,0,34,1,11.33,2,4,1,0,0,1,598047,6,25,Pune Warriors,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,bat
RP Singh,4,0,27,3,6.75,10,3,0,2,0,2,598048,6,79,Royal Challengers Bangalore,Sunrisers Hyderabad,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Vinay Kumar,4,0,43,1,10.75,6,2,3,1,1,2,598048,6,25,Royal Challengers Bangalore,Sunrisers Hyderabad,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Jaydev Unadkat,4,0,29,0,7.25,6,2,1,0,0,2,598048,6,0,Royal Challengers Bangalore,Sunrisers Hyderabad,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Muttiah Muralitharan,4,0,23,1,5.75,10,2,0,0,0,2,598048,6,25,Royal Challengers Bangalore,Sunrisers Hyderabad,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Murali Kartik,3,0,21,1,7,6,0,1,1,0,2,598048,6,25,Royal Challengers Bangalore,Sunrisers Hyderabad,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Moises Henriques,1,0,18,0,18,1,1,2,0,0,2,598048,6,0,Royal Challengers Bangalore,Sunrisers Hyderabad,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Hanuma Vihari,1,0,12,0,12,2,1,1,0,0,1,598048,6,0,Sunrisers Hyderabad,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Dale Steyn,4,0,16,0,4,13,1,0,0,0,1,598048,6,6,Sunrisers Hyderabad,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Ishant Sharma,3.4,0,30,1,8.18,13,5,1,0,0,1,598048,6,25,Sunrisers Hyderabad,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Thisara Perera,3,0,35,1,11.67,5,4,1,2,0,1,598048,6,25,Sunrisers Hyderabad,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Amit Mishra,4,0,42,0,10.5,7,4,2,2,0,1,598048,6,0,Sunrisers Hyderabad,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Ashish Reddy,1,0,12,0,12,2,1,1,0,0,1,598048,6,0,Sunrisers Hyderabad,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Cameron White,1,0,14,1,14,1,1,1,0,0,1,598048,6,25,Sunrisers Hyderabad,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat
Shaun Tait,3,0,39,0,13,6,7,0,4,0,2,598049,6,-6,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
James Faulkner,4,0,38,1,9.5,7,4,1,1,0,2,598049,6,25,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Shane Watson,3,0,21,1,7,8,3,0,0,0,2,598049,6,25,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Stuart Binny,2,0,3,1,1.5,9,0,0,0,0,2,598049,6,31,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Pravin Tambe,4,0,30,0,7.5,8,4,0,0,0,2,598049,6,0,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Siddharth Trivedi,4,0,21,1,5.25,13,1,1,0,0,2,598049,6,25,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Siddarth Kaul,3.5,1,23,1,6,10,3,0,0,0,1,598049,6,37,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Umesh Yadav,3,0,28,0,9.33,8,3,0,2,0,1,598049,6,0,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Morne Morkel,4,0,40,0,10,6,2,2,0,0,1,598049,6,0,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Ajit Agarkar,2,0,22,0,11,3,4,0,0,0,1,598049,6,0,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Pawan Negi,4,0,28,0,7,3,1,0,2,0,1,598049,6,0,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Ben Rohrer,1,0,12,0,12,1,2,0,1,0,1,598049,6,0,Delhi Capitals,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat
Lakshmipathy Balaji,3,1,7,0,2.33,13,0,0,2,0,2,598050,6,18,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Ryan McLaren,4,0,60,2,15,8,9,2,2,0,2,598050,6,44,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Sunil Narine,4,0,29,0,7.25,10,2,1,1,0,2,598050,6,0,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Jacques Kallis,3,0,21,0,7,5,2,0,1,0,2,598050,6,0,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Iqbal Abdulla,4,0,30,1,7.5,10,5,0,0,0,2,598050,6,25,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Rajat Bhatia,2,0,22,1,11,2,2,1,0,0,2,598050,6,25,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Mitchell Johnson,4,0,13,2,3.25,17,2,0,0,0,1,598050,6,56,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Abu Nechim,3,0,18,1,6,11,2,1,0,0,1,598050,6,25,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Pragyan Ojha,4,0,23,2,5.75,12,2,1,0,0,1,598050,6,50,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Lasith Malinga,3.2,0,15,1,4.5,9,1,0,0,0,1,598050,6,31,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Harbhajan Singh,4,0,27,3,6.75,11,1,2,0,0,1,598050,6,79,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat
Dale Steyn,4,1,17,0,4.25,13,2,0,0,0,2,598051,6,18,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Ishant Sharma,4,0,66,0,16.5,5,6,5,3,0,2,598051,6,-6,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Thisara Perera,4,0,45,3,11.25,8,6,1,0,1,2,598051,6,79,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Karn Sharma,2,0,19,0,9.5,4,0,2,1,0,2,598051,6,0,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Amit Mishra,4,0,41,0,10.25,3,3,1,0,1,2,598051,6,0,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Daren Sammy,2,0,33,0,16.5,1,4,1,1,1,2,598051,6,-6,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Mohit Sharma,4,0,28,2,7,12,3,1,1,0,1,598051,6,50,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Jason Holder,3,0,28,0,9.33,8,3,1,1,0,1,598051,6,0,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Ravichandran Ashwin,4,0,23,1,5.75,8,2,0,1,0,1,598051,6,25,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Suresh Raina,1,0,4,1,4,2,0,0,0,0,1,598051,6,25,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Chris Morris,2,0,24,1,12,3,1,2,1,0,1,598051,6,19,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Dwayne Bravo,4,0,25,1,6.25,9,1,1,0,0,1,598051,6,25,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Ravindra Jadeja,2,0,14,0,7,6,1,1,0,0,1,598051,6,0,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,field
Ajit Chandila,4,0,24,1,6,11,1,1,0,0,2,598052,6,25,Rajasthan Royals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Rajasthan Royals,field
Sreesanth,2,0,18,0,9,6,4,0,0,0,2,598052,6,0,Rajasthan Royals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Rajasthan Royals,field
James Faulkner,4,0,37,1,9.25,8,4,1,1,0,2,598052,6,25,Rajasthan Royals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Rajasthan Royals,field
Shane Watson,4,0,19,1,4.75,10,1,0,0,0,2,598052,6,31,Rajasthan Royals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Rajasthan Royals,field
Siddharth Trivedi,2,0,18,0,9,2,2,0,0,0,2,598052,6,0,Rajasthan Royals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Rajasthan Royals,field
